Picture ID,Scene Type,General Description,Object,Category,Count,Function/Role,Material,Spatial Position,Depth - Horizontal - Vertical,Interaction,Notes,Qualitative Description
SK-A-488.jpg,,,window,opening,1,"light source, architectural structure","wood, glass",background,left - top,passive,,
SK-A-488.jpg,,,bucket,container,2,"holding, storage","metal, wood","upper background, foreground","center - top, left - top, center - bottom",passive,"hanging from wall, the other on the floor (wooden)",
SK-A-488.jpg,,,clothes,clothing,3,clothing,textile,background,center - center,passive,,
SK-A-488.jpg,,,cloth,tool,4,"covering, cleaning",textile,"background, midground, foreground","left - center, right - bottom",passive,,
SK-A-488.jpg,,,shelf,furniture,1,storage,wood,background,left - top,passive,close to window on the wall,
SK-A-488.jpg,,,window shutter,structural element,1,covering,wood,"background, midground",left - top,passive,,
SK-A-488.jpg,,,clothesline,tool,1,"hanging, drying",textile,background,center - center,passive,,
SK-A-489.jpg,Domestic interior / workshop or study scene,An interior scene showing a cluttered room where a man sits at a writing desk surrounded by books and papers wihile a boy stands in front of him holding a book.,person,human,4,"domestic interaction, working",human,"midground, background",center - center,active,"one writer/clerk, 2 children, one household worker woman",
SK-A-489.jpg,,,writing desk,furniture,1,writing,wood,foreground,left - center,active,,
SK-A-489.jpg,,,chair,furniture,1,"seating, decorative",wood,foreground,left - center,active,sat by man,
SK-A-489.jpg,,,cabinet,furniture,1,"storage, display storage",wood,"midground, background","left - top, center - top",passive,wall-mounted wooden cabinet,
SK-A-489.jpg,,,shelf,furniture,2,storage,wood,midground,left - top,passive,left wall,
SK-A-489.jpg,,,book (stacked),document,2,"knowledge, storage, studying",paper,"midground, background, foreground","left - bottom, rigt - bottom, left - center",passive,,
SK-A-489.jpg,,,papers,document,7,"knowledge, reading, music reference, writing",paper,"midground, background, foreground","right - bottom, left - bottom, left - center, right - center, right - top",passive,,
SK-A-489.jpg,,,quill,tool,1,"writing, writing tool",metal ,midground,left - center,active,used by man,
SK-A-489.jpg,,,earthenware pot,container,1,storage,ceramic,foreground,left - bottom,passive,,
SK-A-489.jpg,,,basket,container,1,"storage, holding",wood,background,right - bottom,active,used by child,
SK-A-489.jpg,,,bucket,container,1,"holding, storage",wood,"midground, background",right - bottom,passive,,
SK-A-489.jpg,,,bowl,container,1,"holding, serving",ceramic,"foreground, midground",right - bottom,active,held by child,
SK-A-489.jpg,,,window,opening,1,"light source, architectural structure",glass,midground,left - top,passive,,
SK-A-489.jpg,,,rifle,tool,1,"decorative, weapon","wood, metal",background,"center - top, right - top",passive,ceiling,
SK-A-489.jpg,,,fireplace,structural element,1,"fire, cooking",stone ,background,right - bottom,passive,,
SK-A-489.jpg,,,garland,botanical,1,decorative,flora,background,center - top,passive,ceiling,
SK-A-489.jpg,,,globe,domestic object,1,"knowledge, decorative","paper, wood",foreground,left - center,passive,on desk,
SK-A-489.jpg,,,plate,domestic object,3,"serving, decorative",ceramic,background ,"center - top, right - top",passive,on the wall,
SK-A-495.jpg,domestic leisure / musical performance,interior domestic scene showing a man playing a lute-like instrument while a woman listens at a table with fruit ,person,human,2,"domestic interaction, working",human,midground,"center - center, right - center, left - center",active,,
SK-A-495.jpg,,,lute,instrument,1,"music performance, tool",wood,midground,"center - center, left - center",active,,
SK-A-495.jpg,,,dog,animal ,1,domestic companion,organic,foreground,left - bottom,passive,,
SK-A-495.jpg,,,cat,animal ,1,domestic companion,organic,foreground,right - bottom,passive,,
SK-A-495.jpg,,,chair,furniture,1,"seating, decorative",wood,midground,center - bottom,active,,
SK-A-495.jpg,,,cloth,tool,3,"covering, cleaning",textile,midground and foreground,right - bottom,active and passive,,
SK-A-495.jpg,,,wine glass,container,1,"drinking, holding",glass,midground,center - center,passive,,
SK-A-495.jpg,,,plate,domestic object,1,"serving, decorative",ceramic,midground,right - center,passive,,
SK-A-495.jpg,,,fruit,food ,1,"nourishment, decorative",food,midground,right - center,passive,,
SK-A-495.jpg,,,bread,food,1,nourishment,food,midground,right - center,passive,,
SK-A-495.jpg,,,jug,container,1,"holding, storage",ceramic,midground,right - bottom,passive,,
SK-A-495.jpg,,,stool,furniture,1,"seating, surface",wood,foreground,right - bottom,passive,,
SK-A-495.jpg,,,cushion,decoration,1,"seating, decorative",textile,foreground,right - bottom,passive,on stool,
SK-A-495.jpg,,,table,furniture,1,"surface, writing",wood ,midground,"right - bottom, right - center",active,cloth and cover placed on top,
SK-A-495.jpg,,,floor tile,structural element,1,"architectural structure, surface",stone,foreground,"center - bottom, left - bottom",active,,
SK-A-495.jpg,,,painting,artwork,1,decorative,wood,background ,"right - center, right- top",passive,,
SK-A-495.jpg,,,landscape,structural element,1,"contextual setting, outdoors, setting",ground,background ,"left - center, left - top",passive,,
SK-A-495.jpg,,,buildings,structural element,3,contextual setting,stone,background ,"left - center, left - top",passive,,
SK-A-495.jpg,,,landscape,interior space,1,"contextual setting, outdoors, setting","sky, stone",background ,"left - center, left - top",passive,,
SK-A-495.jpg,,,vine,botanical,1,decorative,flora,background ,left - top,passive,,
SK-A-495.jpg,,,window,opening,1,"light source, architectural structure","glass, wood",background ,"right - top, center - top",passive,,
SK-A-495.jpg,,,balcony barrier,structural element,1,architectural structure,wood,foreground,left - bottom,passive,,
SK-A-495.jpg,,,curtain,domestic object,1,"decorative, covering",textile,background ,"left - top, left - center",passive,,
SK-A-685.jpg,domestic interior / conversation scene,a quite interior with three women engaged in conversation.,person,human,3,"domestic interaction, working",human,midground,center - center,active,,
SK-A-685.jpg,,,chair,furniture,2,"seating, decorative","wood, metal",midground,"rigt - center, right - bottom, left - center",active,,
SK-A-685.jpg,,,wooden floor,structural element,1,architectural structure,wood,foreground,center - bottom,active,,
SK-A-685.jpg,,,glass,container,1,"drinking, holding",glass,midground,center - center,active,held by woman,
SK-A-685.jpg,,,brush,tool,1,cleaning,wood,midground,center - center,active,held,
SK-A-685.jpg,,,cloth,tool,3,"covering, cleaning",textile,midground,"right - bottom, enter - center",active and passive,,
SK-A-685.jpg,,,basket,container,1,"storage, holding",wood,foreground,right - bottom,passive,,
SK-A-685.jpg,,,door,opening,1,"enter/exit, architectural structure, structural element",wood,background ,"right - center, right - top",passive,,
SK-A-685.jpg,,,map,document,1,"knowledge, decorative",textile,background ,"left - center, left - top",passive,,
SK-A-688.jpg,domestic scene / domestic interior / motherhood scene,"a mother seated indoors nursing or holding an infant, while a man looks through the open window from outside",person,human,3,"domestic interaction, working",human,midground,"center - center, left - center",active,"one mother, one infant, one man",
SK-A-688.jpg,,,dog,animal ,1,domestic companion,organic,foreground,right - bottom,passive,,
SK-A-688.jpg,,,cradle,furniture,1,sleeping,"wood, textile",midground,"right - center, right - bottom",passive,,
SK-A-688.jpg,,,bed linens,domestic object,2,"sleeping, decorative",textile,midground,"right - center, right - bottom",passive,,
SK-A-688.jpg,,,chest,container,1,storage,wood,foreground,center - bottom,passive,,
SK-A-688.jpg,,,pot,container,2,"storage, cooking","ceramic, metal",midground,"center - center, right - center",passive,,
SK-A-688.jpg,,,well,structural element,1,architectural structure,metal,midground,right - center,passive,,
SK-A-688.jpg,,,bathtub,furniture,1,hygiene,metal,midground,"right - center, right - bottom",passive,,
SK-A-688.jpg,,,window,opening,1,"light source, architectural structure","glass, wood",midground,"left - center, left - top",active,,
SK-A-688.jpg,,,plants,botanical,1,organic,flora,background ,"left - center, left - top",passive,,
SK-A-688.jpg,,,buildings,structural element,1,contextual setting,stone,background ,left - center,passive,,
SK-A-721.jpg,aristocratic interior / music and reading gathering,an elegant domestic interior where a small group of adults gaters around a table for music and reading,person,human ,5,"domestic interaction, working",human,midground,"center - center, right - center, right - bottom",active,,
SK-A-721.jpg,,,dog,animal ,1,domestic companion,organic,background ,right - bottom,active,,
SK-A-721.jpg,,,lute,instrument,1,"music performance, tool",wood,foreground,center - center,active,,
SK-A-721.jpg,,,table,furniture,1,"surface, writing","wood, textile",midground,"center - center, left - center",active,cloth or fabric covered on top,
SK-A-721.jpg,,,chair,furniture,2,"seating, decorative","wood, textile",midground and background,"center - center, center - bottom",active,,
SK-A-721.jpg,,,book (open),document ,2,"knowledge, reading",paper,midground,center - center,active and passive,,
SK-A-721.jpg,,,papers,documents,3,"knowledge, reading, music reference, writing",paper,midground,center - center,passive,,
SK-A-721.jpg,,,jug,container,1,"holding, storage","ceramic, metal",midground,center - center,passive,,
SK-A-721.jpg,,,cloth,tool,1,"covering, cleaning",textile,midground,center - center,active,draped over table,
SK-A-721.jpg,,,fireplace,structural element,1,"fire, cooking",stone,background ,center - center,passive,,
SK-A-721.jpg,,,doorway,opening,1,"enter/exit, architectural structure, light source",wood,background ,right - center,passive,,
SK-A-721.jpg,,,painting,artwork,1,decorative,"textile, wood",background ,"right - top, center - top",passive,,
SK-A-721.jpg,,,curtain,domestic object,1,"decorative, covering",textile,background ,"left - center, left - top",passive,,
SK-A-767.jpg,domestic interior / textile work scene,A quiet domestic interior where a woman sits spinning thread using a spinning wheel.,person,human,2,"domestic interaction, working",human,"midground, foreground","left - center, left - bottom",active and passive,seated figure has his back faced towards viewers,
SK-A-767.jpg,,,spinning wheel,tool,1,"textile production, craft activity, textile tool","wood, metal",midground,left - center,active,,
SK-A-767.jpg,,,chair,furniture,1,"seating, decorative",wood,foreground,left - bottom,passive,seating for second figure,
SK-A-767.jpg,,,stool,furniture,1,"seating, surface",wood,midground,left - center,passive,wooden stool or spinning seat,
SK-A-767.jpg,,,table,furniture,1,"surface, writing",wood,midground,left - center,passive,"center beneath window, has tablecloth on top",
SK-A-767.jpg,,,cloth,tool,1,"covering, cleaning",textile,midground,left - center,passive,draped over table,
SK-A-767.jpg,,,jug,container,1,"holding, storage",ceramic,background ,"right - center, center - center",passive,on window ledge,
SK-A-767.jpg,,,plate,container,3,"serving, decorative",ceramic,background ,left - top,passive,arranged on fireplace mantel,
SK-A-767.jpg,,,shelf,furniture,1,storage,wood,background ,right - center,passive,above fireplace? (fireplace not visible),
SK-A-767.jpg,,,fireplace,structural element,1,"fire, cooking",stone,background ,"left - center, left - top",passive,left wall,
SK-A-767.jpg,,,window,opening,4,"light source, architectural structure","glass, metal",background ,"center - center, center - top",passive,,
SK-A-767.jpg,,,door,opening,1,"enter/exit, architectural structure, structural element",wood,background ,right - center,passive,,
SK-A-767.jpg,,,doorway,opening,1,"enter/exit, architectural structure, light source",wood,background ,right - center,passive,,
SK-A-767.jpg,,,adjacent room,interior space,1,extension of house,sky ,background ,right - center,passive,,
SK-A-767.jpg,,,bench,furniture,1,seating,wood,background,centerv- center,passive,,
SK-A-767.jpg,,,painting,artwork,1,decorative,"textile, wood ",background,left - center,passive,,
SK-A-767.jpg,,,dried fruit,food,2,decorative,food,background ,left - top,passive,ceiling,
SK-A-767.jpg,,,birdcage,domestic object,1,cage,metal,background,"center - top, right - top",passive,,
SK-A-835.jpg,musical gathering / cultural interior,A small group participates in musical performance and instruction.,person,human,5,"domestic interaction, working",human,foreground,"center - center, right - center, left - center",active and passive,"4 active, 1 passive in background",
SK-A-835.jpg,,,lute,instrument,1,"music performance, tool",wood,foreground,"right - bottom, right - center, right - top",active,,
SK-A-835.jpg,,,bass viol,instrument,1,music performance,wood,foreground,"left - center, left - bottom",active,,
SK-A-835.jpg,,,bow,instrument tool,1,music performance,wood,foreground,right - bottom,active,held by bass viol player,
SK-A-835.jpg,,,book (open),document ,2,"knowledge, reading",paper ,foreground,center - center,active,student reading and pointing,
SK-A-835.jpg,,,book (closed),document,1,"knowledge, reading",paper,foregorund,center - center,passive,beneatch open book,
SK-A-835.jpg,,,table,furniture,1,"surface, writing","wood, textile",foreground,"center - center, center - bottom",active,tablecloth on top,
SK-A-835.jpg,,,cloth,tool,1,"covering, cleaning",textile,foregorund,"center - center, center - bottom",active,covering table,
SK-A-835.jpg,,,chair,furniture,1,"seating, decorative",wood,foregorund,left - bottom,active,"partially visible, being sat on by the woman on the left",
SK-A-864.jpg,aristocratic interior / palace gallery / social gathering,"A richly decorated palatial hall with a coffered wooden ceiling, classical architecture, paintings, sculptures, and a fireplace. Groups of people socialize while servants and dogs move around the room.",person,human,13,"domestic interaction, working",textile ,"midground, background, foreground","left - center, right - bottom, left - bottom",active,"human figures wearing aristocratic cloting, socializing, carrying tray/serving food, background activitity",
SK-A-864.jpg,,,table,furniture,1,"surface, writing",wood,midground,"left - center, left - bottom",active,table covered by fabric,
SK-A-864.jpg,,,cloth,tool,1,"covering, cleaning",textile,midground,"left - center, left - bottom",active,draped over table,
SK-A-864.jpg,,,chair,furniture,4,"seating, decorative",wood,midground and background,"left - center, left - bottom, right - center, right - bottom",active and passive,,
SK-A-864.jpg,,,bench,furniture,1,seating,wood,midground,left - bottom,active,left wall beneath windows,
SK-A-864.jpg,,,cabinet,furniture,1,"storage, display storage",wood,midground,right - center,passive,decorative cabinet,
SK-A-864.jpg,,,coffered ceiling,structural element,1,"architectural structure, decorative",wood,ceiling,center - top,passive,,
SK-A-864.jpg,,,fireplace,structural element,1,"fire, cooking",stone,background ,center - center,passive,,
SK-A-864.jpg,,,fireplace andiron,domestic object,2,"fire, support, decorative",metal,background ,center - center,passive,,
SK-A-864.jpg,,,columns,structural element,3,"architectural structure, decorative, support, structural structure",stone,background ,left - center,passive,,
SK-A-864.jpg,,,archway,opening,1,"architectural structure, enter/exit",stone,background ,left - center,passive,far left background,
SK-A-864.jpg,,,window,opening,3,"light source, architectural structure","glass, wood",background ,left - center,passive,,
SK-A-864.jpg,,,painting,artwork,5,decorative,"textile, wood",background ,"center - center, right - center",passive,on walls,
SK-A-864.jpg,,,sculpture,artwork,3,"decorative, studying",stone,background,"right - center, center - center",passive,,
SK-A-864.jpg,,,parrot,animal ,1,domestic companion,organic,background,right - center,passive,right,
SK-A-864.jpg,,,low table,furniture,1,surface,metal,foreground,left - bottom,active,,
SK-A-864.jpg,,,jug,container,4,"holding, storage",glass,foreground,left - bottom,active and passive,,
SK-A-864.jpg,,,stool,furniture,1,"seating, surface","wood, textile",foreground,center - bottom,active,"being sat on, cushion on top",
SK-A-864.jpg,,,cushion,decorative object ,1,"seating, decorative",textile,foreground,right - bottom,active,,
SK-A-864.jpg,,,dog,animal ,3,domestic companion,organic,foreground and background,"left - bottom, center - center, right - center",passive,,
SK-A-864.jpg,,,monkey,animal ,1,domestic companion,organic,foreground,left - bottom,passive,,
SK-A-864.jpg,,,tray,container,1,"holding, serving, carrying, decorative",metal,background,left - bottom,passive,carried by a figure,
SK-A-864.jpg,,,plate,container,4,"serving, decorative",ceramic,background,"right - center, left - center",passive,,
SK-A-864.jpg,,,bed,furniture,1,"sleeping, seating",textile,background,"right - center, right - bottom",passive,seen in the other room,
SK-A-864.jpg,,,door,opening,2,"enter/exit, architectural structure, structural element",wood,midground,"right - center, right - bottom",passive,,
SK-A-864.jpg,,,doorway,opening,2,"enter/exit, architectural structure, light source",wood,midground,"right - center, right - bottom",passive,"decorative, right",
SK-A-864.jpg,,,steps,structural element,3,"architectural structure, seating",stone,foreground,right - bottom,passive,,
SK-A-864.jpg,,,landscape,insterior space,1,"contextual setting, outdoors, setting",sky,background,"left - center, lleft - bottom",passive,left,
SK-A-889.jpg,artist studio / portrait painting scene,An artist paints a portrait of an older couple inside a studio.,person,human,3,"domestic interaction, working",human,"foreground, midground","center - center, left - center, left - top, right - center",active,,
SK-A-889.jpg,,,easel,tool,1,"support, canvas support, painting",wood,midground,"center - top, center - bottom",active,holding portrait painting,
SK-A-889.jpg,,,canvas painting,artwork,1,painting,textile,midground,center - center,active,shows faces of the two sitters,
SK-A-889.jpg,,,painting palette,tool,1,painting,wood,midground,center - center,active,,
SK-A-889.jpg,,,paint brush,tool,3,painting,wood,midground,center - center,active ,,
SK-A-889.jpg,,,mahlstick,tool,1,"measureing tool, ruler",wood,midground,center - center,active,paining support stick,
SK-A-889.jpg,,,table,furniture,1,"surface, writing",wood,foreground,right - bottom,active,,
SK-A-889.jpg,,,papers,document,1,"knowledge, reading, music reference, writing",paper,foreground,right - bottom,passive,,
SK-A-889.jpg,,,skull,decorative object,2,decorative,animal,foreground,rigt - bottom,active,,
SK-A-889.jpg,,,hourglass,domestic object,1,timekeeping,"glass,  metal",foreground,right - bottom,passive,,
SK-A-889.jpg,,,quill,tool,1,"writing, writing tool",feather,foreground,right - bottom,passive,,
SK-A-889.jpg,,,ink bottle,container,1,holding,"metal, ceramic",foreground,right - bottom,passive,,
SK-A-889.jpg,,,bench,furniture,1,seating,wood,foreground,left - bottom,active,artist sitting on it,
SK-A-889.jpg,,,cushion,decorative object,1,"seating, decorative",textile,foreground,left - bottom,active,artist sitting on it,
SK-A-889.jpg,,,curtain,domestic object,1,"decorative, covering",textile,background,"right - top, right - center",passive,,
SK-A-889.jpg,,,window,opening,1,"light source, architectural structure",glass,background,left - top,passive,,
SK-A-1279.jpg,domestic interior / servants working scene,two servants working with fire and kitchen objects ,person,human,2,"domestic interaction, working",human,foreground and background,"center - center, left - center",active and passive,,
SK-A-1279.jpg,,,barrel,container,1,"storage, seating",wood,foreground,"center - bottom, center - center",active,,
SK-A-1279.jpg,,,basket,container,1,"storage, holding",metal,midground,"left - bottom, left - center",active,,
SK-A-1279.jpg,,,bucket,container,2,"holding, storage",wood,foreground,left - bottom,passive,,
SK-A-1279.jpg,,,lantern,domestic object,1,"light source, decorative","metal, glass",foreground,left - bottom,passive,,
SK-A-1279.jpg,,,fireplace,structural element,1,"fire, cooking",wood,background,"left - center, left - top",passive,,
SK-A-1279.jpg,,,fire,fire,1,"fire, heat, heating",flora,background,left - center,passive,,
SK-A-1279.jpg,,,stool,furniture,1,"seating, surface",wood,midground,"center - center, center - bottom",passive,,
SK-A-1279.jpg,,,bowl,container,1,"holding, serving",wood,midground,center - center,passive,,
SK-A-1279.jpg,,,hay,food,1,"cleaning, covering",flora,midground,center - center,passive and active,"most in the bowl, some in the servants hand",
SK-A-1279.jpg,,,cabinet,furniture,1,"storage, display storage",wood,background,right - top,passive,attatced to the wall,
SK-A-1279.jpg,,,shelf,furniture,1,storage,wood,background,"center - center, left - center",passive,,
SK-A-1279.jpg,,,tray,container,4,"holding, serving, carrying, decorative",metal,background,center - center,passive,,
SK-A-1279.jpg,,,plate,domestic object,7,"serving, decorative",ceramic,background,"center - top, center - center",passive,,
SK-A-1279.jpg,,,shovel,tool,1,"dig, fire",metal,background,"center - top, right - top",passive,,
SK-A-1279.jpg,,,bottle,container,1,holding,glass,background,left - top,passive,,
SK-A-1298.jpg,domestic interior / leisure scene,4 people surrounded around a table/bench playing cards,person,human,4,"domestic interaction, working",human,foreground,center - center,active,,
SK-A-1298.jpg,,,cards,domestic object,7,"domestic interaction, music performance",paper,midground,center - center,active,,
SK-A-1298.jpg,,,pipe,domestic object,1,"smoking, leisure",metal,midground,center - center,active,,
SK-A-1298.jpg,,,table,furniture,1,"surface, writing",wood,midground,"center - center, center - bottom",active,,
SK-A-1331.jpg,,,table,furniture,1,"surface, writing",wood,foreground ,,passive ,,
SK-A-1331.jpg,,,sculpture,artwork,6,"decorative, studying",stone,left background ,,passive ,Leaves a shadow on the wall,
SK-A-1331.jpg,,,candle,tool,1,"light source, decorative",flora,centre (covered),,active ,,
SK-A-1331.jpg,,,book (open),document,2,"knowledge, reading",paper,foreground (left & right),,active ,,
SK-A-1331.jpg,,,book (stacked),document,1,"knowledge, storage, studying",paper,left background ,,passive ,,
SK-A-1338.jpg,Interior / Craft / Artistic ,A man playing a string instrument ,person,human ,1,"domestic interaction, working",human,right foreground ,,active ,Wearing a large hat,"A (noble?) man dressed in detailed clothing and wearing a large hat, playing a string instrument. Sitting at a table with a light source coming from the top left, looking towards the light."
SK-A-1338.jpg,,,lute,instrument,1,"music performance, tool",wood ,foreground ,,active ,,
SK-A-1338.jpg,,,table,furniture ,1,"surface, writing",wood,midground ,,passive ,,
SK-A-1338.jpg,,,cloth,tool,1,"covering, cleaning",textile ,midground ,,passive ,green colour ,
SK-A-1338.jpg,,,columns,structural element,1,"architectural structure, decorative, support, structural structure",stone ,left background ,,passive ,,
SK-A-1341.jpg,Interior/ Domestic / study,Three adults and a child sitting around a table in a study ,person,human ,4,"domestic interaction, working",human,foreground ,,active ,,"A scene of three adults (two male, one female) discussing a document and money that is on the table. A child holding a flute facing front is sitting on the lap of the woman. They are sitting in a study, with the backwall covered by books. the lightsource is coming from the left front. "
SK-A-1341.jpg,,,book (open),document,1,"knowledge, reading",paper ,foreground,,active ,,
SK-A-1341.jpg,,,coins,currency,4,"money, trade",gem,midground ,,active ,,
SK-A-1341.jpg,,,letter,document,3,"knowledge, writing, communication",paper ,left background ,,passive ,,
SK-A-1341.jpg,,,book (closed),document,15,"knowledge, reading",paper ,background ,,passive ,,
SK-A-1341.jpg,,,pouch,container ,1,holding,textile,left foreground ,,active ,being held up ,
SK-A-1341.jpg,,,flute,instrument ,1,"music performance, tool, personal belonging",wood ,right foreground ,,active ,,
SK-A-1341.jpg,,,table,furniture ,1,"surface, writing",wood ,midground ,,passive ,,
SK-A-1341.jpg,,,cloth,tool,1,"covering, cleaning",textile,midground ,,passive ,12 buttons attaching it ,
SK-A-1341.jpg,,,bag,container,1,"personal belonging, carrying",textile,left midground ,,passive ,,
SK-A-1341.jpg,,,box,container,1,"storage, decorative",wood ,background ,,passive ,,
SK-A-1351.jpg,Interior / Social ,A busy social scene in a domestic interior,person,human ,12,"domestic interaction, working",human,foreground & background ,,active ,,A crowded domestic space with people drinking around a table. The central figure (dressed in elaborate clothes) with his back towards the viewer seems to be in a brawl with another man (wearing simple clothes(. The other people look on from around the table or peaking in from either doorway. The space is decorated with plates and riffles.  The main lightsource seems to be the open door and a fireplace on the right
SK-A-1351.jpg,,,dog,animal ,1,domestic companion,organic,background ,,active ,,
SK-A-1351.jpg,,,chair,furniture ,1,"seating, decorative",wood ,foreground,,active ,,
SK-A-1351.jpg,,,table,furniture ,1,"surface, writing",wood,midground ,,active ,,
SK-A-1351.jpg,,,cloth,tool,1,"covering, cleaning",textile ,midground ,,passive ,,
SK-A-1351.jpg,,,door,opening,2,"enter/exit, architectural structure, structural element",wood ,left background ,,active ,,
SK-A-1351.jpg,,,window,opening,2,"light source, architectural structure",glass ,left background ,,passive ,,
SK-A-1351.jpg,,,fireplace,structural element,1,"fire, cooking",wood,right background,,active ,,
SK-A-1351.jpg,,,bucket,container,1,"holding, storage",wood ,left background ,,passive ,,
SK-A-1351.jpg,,,broom,tool,1,"cleaning tool, cleaning",wood,left background ,,passive ,,
SK-A-1351.jpg,,,basket,container,1,"storage, holding",wood,left midground ,,passive ,,
SK-A-1351.jpg,,,knife,tool,1,"cutting, storage","metal, wood ",midground ,,active ,,
SK-A-1351.jpg,,,plate,domestic object ,1,"serving, decorative",ceramic,midground ,,passive ,,
SK-A-1351.jpg,,,glass,container ,1,"drinking, holding",glass ,background ,,active ,,
SK-A-1351.jpg,,,jug,container ,3,"holding, storage",metal ,foreground & background ,,active & passive ,one is being swung at another person ,
SK-A-1351.jpg,,,hanger,domestic object,5,storage,metal ,background ,,passive ,,
SK-A-1351.jpg,,,curtain,domestic object,1,"decorative, covering","textile, metal ",right background,,passive ,,
SK-A-1351.jpg,,,coat,clothing ,1,"clothing, clothign",textile,left background ,,passive ,,
SK-A-1351.jpg,,,hat,clothing ,1,"clothing, cloting",textile,left background ,,passive ,,
SK-A-1351.jpg,,,rifle,tool,4,"decorative, weapon","wood, metal ",background ,,passive ,,
SK-A-1403.jpg,Interior/ Social,A group of people seated around a table with instruments ,person,human ,9,"domestic interaction, working",human,foreground & background ,,active ,,A group of well-dressed people (both men and women) sitting aorund a table. Two men are playing instruments from music sheets held by the women. The two women in front and one of the musicians are facing the viewer. In the background are scraps of food and an instrument thrown on the floor. The light source is coming from the left. The walls are decorated with arches and the adjacent room has a patterend wooden ceiling and fireplace
SK-A-1403.jpg,,,book (open),document ,2,"knowledge, reading",paper,foreground & midground ,,active ,,
SK-A-1403.jpg,,,chair,furniture ,1,"seating, decorative","wood, textile ",foreground ,,active ,other people are also seated but there is only one visible chair ,
SK-A-1403.jpg,,,lute,instrument ,1,"music performance, tool",wood ,midground ,,active ,,
SK-A-1403.jpg,,,table,furniture ,1,"surface, writing",textile ,midground ,,active ,,
SK-A-1403.jpg,,,cloth,tool,1,"covering, cleaning",textile ,midground ,,passive ,,
SK-A-1403.jpg,,,vase,container,1,"holding, decorative",glass,foreground ,,passive ,,
SK-A-1403.jpg,,,bowl,container,1,"holding, serving",metal,foreground ,,passive ,,
SK-A-1403.jpg,,,plate,domestic object,4,"serving, decorative",metal ,midground ,,passive ,,
SK-A-1403.jpg,,,cheese,food ,4,nourishment,food,midground ,,passive ,,
SK-A-1403.jpg,,,pheasant pie,food ,1,nourishment,food ,background ,,passive ,,
SK-A-1403.jpg,,,bread,food ,1,nourishment,food ,midground ,,passive ,,
SK-A-1403.jpg,,,knife,tool ,1,"cutting, storage","metal, flora ",midground ,,passive ,,
SK-A-1403.jpg,,,napkin,tool,1,cleaning,textile ,midground ,,passive ,,
SK-A-1403.jpg,,,cup,container ,1,drinking,glass,midground ,,passive ,,
SK-A-1403.jpg,,,bench,furniture ,1,seating,wood ,midground ,,active ,,
SK-A-1403.jpg,,,flute,instrument ,1,"music performance, tool, personal belonging",wood ,foreground,,passive ,,
SK-A-1403.jpg,,,cushion,domestic object,1,"seating, decorative",textile ,midground ,,active ,,
SK-A-1403.jpg,,,floor tile,structural element,30,"architectural structure, surface",stone,foreground & background ,,passive ,,
SK-A-1403.jpg,,,sculpture,artwork,1,"decorative, studying",stone ,background ,,passive ,,
SK-A-1403.jpg,,,archway,opening,4,"architectural structure, enter/exit",stone,background ,,passive ,,
SK-A-1403.jpg,,,fireplace,structural element,1,"fire, cooking","wood, stone ",background ,,passive ,,
SK-A-1427.jpg,Domestic / Social / Interior ,"Three men sitting aorund a table, one man sitting in the corner playing an instrument",person,human ,4,"domestic interaction, working",human,foreground & background ,,active ,,Three men centered around a table where they seem to be playing a game. Leaning on their chairs but not really sitting on them. A fourth man is playing an instrument in the background. The room is decorated with some weapons and a mirror. 
SK-A-1427.jpg,,,chair,furniture ,4,"seating, decorative",wood ,foreground & background ,,active & passive ,,
SK-A-1427.jpg,,,table,furniture ,1,"surface, writing",wood,foreground,,active ,,
SK-A-1427.jpg,,,cloth,tool,1,"covering, cleaning",textile ,foreground,,active ,,
SK-A-1427.jpg,,,bed linens,domestic object,1,"sleeping, decorative",textile ,midground ,,passive ,,
SK-A-1427.jpg,,,cushion,domestic object,1,"seating, decorative",textile ,midground ,,passive ,,
SK-A-1427.jpg,,,mirror,domestic object,1,"decorative, domestic interaction","wood, glass ",background ,,passive ,"there is no interaction of the people with the item, so it's passive ",
SK-A-1427.jpg,,,cup,container ,1,drinking,glass ,midground ,,active ,,
SK-A-1427.jpg,,,rifle,tool,1,"decorative, weapon","wood, metal ",background ,,passive ,,
SK-A-1427.jpg,,,sword,tool ,1,"decorative, weapon","wood, metal ",background ,,passive ,,
SK-A-1427.jpg,,,lute,instrument ,1,"music performance, tool",wood ,background ,,active ,,
SK-A-1427.jpg,,,board,domestic object,1,"domestic interaction, calculating, writing, cutting",wood ,midground ,,active,,
SK-A-1457.jpg,Interior/ Social ,"Two men in an interior scene, looking outward through an open door ",person,human ,2,"domestic interaction, working",human,foreground ,,active ,,"Two men in conversation, one seated dressed in elaborate clothing, looking outside, the other stading with his back to the viewer holding a wineglass. The two seem to be in a sousterain with small stairs leading to a street which is visible through the open door. The light from outside is the main light source and illuminates a few practical objects around the room."
SK-A-1457.jpg,,,dog,animal ,1,domestic companion,organic,midground ,,passive ,,
SK-A-1457.jpg,,,barrel,container ,2,"storage, seating",wood ,background ,,passive ,,
SK-A-1457.jpg,,,bucket,container ,2,"holding, storage",wood ,background ,,passive ,,
SK-A-1457.jpg,,,bellow,tool,1,"fire, storage","wood, metal ",background ,,passive ,,
